#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#,,,,,,,,,
"gun_12_x2_italy_bb,bc",,305,gun_12_x2,italy,"bb, bc",irresistible_gun_305_x2,1.5,1.62,0.82,0.75,irresistible_gun_305_x2,1.5,1.62,0.82,0.75,dreadnought_gun_c_305_x2,1.14,1.22,0.82,1.02,litt_gun_381_x2,0.9,0.97,0.82,0.98,litt_gun_381_x2,0.9,0.97,0.82,0.98,,,,,,,,,,,,,,,,,,,
"gun_12_x3_italy_bb,bc",,305,gun_12_x3,italy,"bb, bc",irresistible_gun_305_x3,1.5,1.62,0.66,0.75,irresistible_gun_305_x3,1.5,1.62,0.66,0.75,dreadnought_gun_c_305_x3,1.14,1.22,0.66,1.02,litt_gun_381_x3,0.9,0.97,0.66,0.98,litt_gun_381_x3,0.9,0.97,0.66,0.98,,,,,,,,,,,,,,,,,,,
"gun_12_x4_italy_bb,bc",,305,gun_12_x4,italy,"bb, bc",irresistible_gun_305_x4,1.5,1.62,0.61,0.75,irresistible_gun_305_x4,1.5,1.62,0.61,0.75,dreadnought_gun_c_305_x4,1.14,1.22,0.61,1.02,litt_gun_381_x4,0.9,0.97,0.61,0.98,litt_gun_381_x4,0.9,0.97,0.61,0.98,,,,,,,,,,,,,,,,,,,
"gun_13_x1_italy_bb,bc",,330,gun_13_x1,italy,"bb, bc",irresistible_gun_305_x1,1.625,1.745,1.13,0.75,irresistible_gun_305_x1,1.625,1.745,1.13,0.75,dreadnought_gun_c_305_x1,1.23,1.31,1.13,1.02,litt_gun_381_x1,0.975,1.045,1.13,0.96,litt_gun_381_x1,0.975,1.045,1.13,0.96,,,,,,,,,,,,,,,,,,,
"gun_13_x2_italy_bb,bc",,330,gun_13_x2,italy,"bb, bc",irresistible_gun_305_x2,1.625,1.745,0.88,0.75,irresistible_gun_305_x2,1.625,1.745,0.88,0.75,dreadnought_gun_c_305_x2,1.23,1.31,0.88,1.02,litt_gun_381_x2,0.975,1.045,0.88,0.96,litt_gun_381_x2,0.975,1.045,0.88,0.96,,,,,,,,,,,,,,,,,,,
"gun_13_x3_italy_bb,bc",,330,gun_13_x3,italy,"bb, bc",irresistible_gun_305_x3,1.625,1.745,0.705,0.75,irresistible_gun_305_x3,1.625,1.745,0.705,0.75,dreadnought_gun_c_305_x3,1.23,1.31,0.705,1.02,litt_gun_381_x3,0.975,1.045,0.705,0.96,litt_gun_381_x3,0.975,1.045,0.705,0.96,,,,,,,,,,,,,,,,,,,
"gun_13_x4_italy_bb,bc",,330,gun_13_x4,italy,"bb, bc",irresistible_gun_305_x4,1.625,1.745,0.65,0.75,irresistible_gun_305_x4,1.625,1.745,0.65,0.75,dreadnought_gun_c_305_x4,1.23,1.31,0.65,1.02,litt_gun_381_x4,0.975,1.045,0.65,0.96,litt_gun_381_x4,0.975,1.045,0.65,0.96,,,,,,,,,,,,,,,,,,,
"gun_14_x1_italy_bb,bc",,356,gun_14_x1,italy,"bb, bc",irresistible_gun_305_x1,1.75,1.87,1.13,0.74,irresistible_gun_305_x1,1.75,1.87,1.13,0.74,dreadnought_gun_c_305_x1,1.32,1.4,1.13,1.02,litt_gun_381_x1,1.05,1.12,1.13,0.96,litt_gun_381_x1,1.05,1.12,1.13,0.96,,,,,,,,,,,,,,,,,,,
"gun_14_x2_italy_bb,bc",,356,gun_14_x2,italy,"bb, bc",irresistible_gun_305_x2,1.75,1.87,0.88,0.74,irresistible_gun_305_x2,1.75,1.87,0.88,0.74,dreadnought_gun_c_305_x2,1.32,1.4,0.88,1.02,litt_gun_381_x2,1.05,1.12,0.88,0.96,litt_gun_381_x2,1.05,1.12,0.88,0.96,,,,,,,,,,,,,,,,,,,
"gun_14_x3_italy_bb,bc",,356,gun_14_x3,italy,"bb, bc",irresistible_gun_305_x3,1.75,1.87,0.705,0.74,irresistible_gun_305_x3,1.75,1.87,0.705,0.74,dreadnought_gun_c_305_x3,1.32,1.4,0.705,1.02,litt_gun_381_x3,1.05,1.12,0.705,0.96,litt_gun_381_x3,1.05,1.12,0.705,0.96,,,,,,,,,,,,,,,,,,,
"gun_14_x4_italy_bb,bc",,356,gun_14_x4,italy,"bb, bc",irresistible_gun_305_x4,1.75,1.87,0.66,0.74,irresistible_gun_305_x4,1.75,1.87,0.66,0.74,dreadnought_gun_c_305_x4,1.32,1.4,0.66,1.02,litt_gun_381_x4,1.05,1.12,0.66,0.96,litt_gun_381_x4,1.05,1.12,0.66,0.96,,,,,,,,,,,,,,,,,,,
"gun_15_x1_italy_bb,bc",,381,gun_15_x1,italy,"bb, bc",irresistible_gun_305_x1,1.875,1.995,1.14,0.74,irresistible_gun_305_x1,1.875,1.995,1.14,0.74,dreadnought_gun_c_305_x1,1.41,1.49,1.14,1.02,litt_gun_381_x1,1.125,1.195,1.14,0.96,litt_gun_381_x1,1.125,1.195,1.14,0.96,,,,,,,,,,,,,,,,,,,
"gun_15_x2_italy_bb,bc",,381,gun_15_x2,italy,"bb, bc",irresistible_gun_305_x2,1.875,1.995,0.9,0.74,irresistible_gun_305_x2,1.875,1.995,0.9,0.74,dreadnought_gun_c_305_x2,1.41,1.49,0.9,1.02,litt_gun_381_x2,1.125,1.195,0.9,0.96,litt_gun_381_x2,1.125,1.195,0.9,0.96,,,,,,,,,,,,,,,,,,,
"gun_15_x3_italy_bb,bc",,381,gun_15_x3,italy,"bb, bc",irresistible_gun_305_x3,1.875,1.995,0.72,0.74,irresistible_gun_305_x3,1.875,1.995,0.72,0.74,dreadnought_gun_c_305_x3,1.41,1.49,0.72,1.02,litt_gun_381_x3,1.125,1.195,0.72,0.96,litt_gun_381_x3,1.125,1.195,0.72,0.96,,,,,,,,,,,,,,,,,,,
"gun_15_x4_italy_bb,bc",,381,gun_15_x4,italy,"bb, bc",irresistible_gun_305_x4,1.875,1.995,0.675,0.74,irresistible_gun_305_x4,1.875,1.995,0.675,0.74,dreadnought_gun_c_305_x4,1.41,1.49,0.675,1.02,litt_gun_381_x4,1.125,1.195,0.675,0.96,litt_gun_381_x4,1.125,1.195,0.675,0.96,,,,,,,,,,,,,,,,,,,
"gun_16_x1_italy_bb,bc",,406,gun_16_x1,italy,"bb, bc",irresistible_gun_305_x1,2,2.12,1.15,0.73,irresistible_gun_305_x1,2,2.12,1.15,0.73,dreadnought_gun_c_305_x1,1.5,1.58,1.15,1.02,nelson_gun_406_x1,1.2,1.27,1.15,0.84,litt_gun_381_x1,1.2,1.27,1.15,0.96,,,,,,,,,,,,,,,,,,,
"gun_16_x2_italy_bb,bc",,406,gun_16_x2,italy,"bb, bc",irresistible_gun_305_x2,2,2.12,0.93,0.73,irresistible_gun_305_x2,2,2.12,0.93,0.73,dreadnought_gun_c_305_x2,1.5,1.58,0.93,1.02,nelson_gun_406_x2,1.2,1.27,0.93,0.84,litt_gun_381_x2,1.2,1.27,0.93,0.96,,,,,,,,,,,,,,,,,,,
"gun_16_x3_italy_bb,bc",,406,gun_16_x3,italy,"bb, bc",irresistible_gun_305_x3,2,2.12,0.75,0.73,irresistible_gun_305_x3,2,2.12,0.75,0.73,dreadnought_gun_c_305_x3,1.5,1.58,0.75,1.02,nelson_gun_406_x3,1.2,1.27,0.75,0.84,litt_gun_381_x3,1.2,1.27,0.75,0.96,,,,,,,,,,,,,,,,,,,
"gun_16_x4_italy_bb,bc",,406,gun_16_x4,italy,"bb, bc",irresistible_gun_305_x4,2,2.12,0.68,0.73,irresistible_gun_305_x4,2,2.12,0.68,0.73,dreadnought_gun_c_305_x4,1.5,1.58,0.68,1.02,nelson_gun_406_x4,1.2,1.27,0.68,0.84,litt_gun_381_x4,1.2,1.27,0.68,0.96,,,,,,,,,,,,,,,,,,,
"gun_17_x1_italy_bb,bc",,432,gun_17_x1,italy,"bb, bc",maine_gun_254_x1,1.92,2.015,1.2,1.23,irresistible_gun_305_x1,2.125,2.245,1.2,0.73,dreadnought_gun_c_305_x1,1.59,1.67,1.2,1.02,nelson_gun_406_x1,1.275,1.345,1.2,0.84,nelson_gun_406_x1,1.275,1.345,1.2,0.84,,,,,,,,,,,,,,,,,,,
"gun_17_x2_italy_bb,bc",,432,gun_17_x2,italy,"bb, bc",maine_gun_254_x2,1.92,2.015,0.95,1.23,irresistible_gun_305_x2,2.125,2.245,0.95,0.73,dreadnought_gun_c_305_x2,1.59,1.67,0.95,1.02,nelson_gun_406_x2,1.275,1.345,0.95,0.84,nelson_gun_406_x2,1.275,1.345,0.95,0.84,,,,,,,,,,,,,,,,,,,
"gun_17_x3_italy_bb,bc",,432,gun_17_x3,italy,"bb, bc",maine_gun_254_x3,1.92,2.015,0.775,1.23,irresistible_gun_305_x3,2.125,2.245,0.775,0.73,dreadnought_gun_c_305_x3,1.59,1.67,0.775,1.02,nelson_gun_406_x3,1.275,1.345,0.775,0.84,nelson_gun_406_x3,1.275,1.345,0.775,0.84,,,,,,,,,,,,,,,,,,,
"gun_17_x4_italy_bb,bc",,432,gun_17_x4,italy,"bb, bc",,,,,,irresistible_gun_305_x4,2.125,2.245,0.71,0.73,dreadnought_gun_c_305_x4,1.59,1.67,0.71,1.02,nelson_gun_406_x4,1.275,1.345,0.71,0.84,nelson_gun_406_x4,1.275,1.345,0.71,0.84,,,,,,,,,,,,,,,,,,,
"gun_18_x1_italy_bb,bc",,457,gun_18_x1,italy,"bb, bc",maine_gun_254_x1,2.03,2.125,1.23,1.225,irresistible_gun_305_x1,2.25,2.37,1.23,0.73,dreadnought_gun_c_305_x1,1.68,1.76,1.23,1.02,nelson_gun_406_x1,1.35,1.42,1.23,0.83,nelson_gun_406_x1,1.35,1.42,1.23,0.83,,,,,,,,,,,,,,,,,,,
"gun_18_x2_italy_bb,bc",,457,gun_18_x2,italy,"bb, bc",maine_gun_254_x2,2.03,2.125,0.985,1.225,irresistible_gun_305_x2,2.25,2.37,0.985,0.73,dreadnought_gun_c_305_x2,1.68,1.76,0.985,1.02,nelson_gun_406_x2,1.35,1.42,0.985,0.83,nelson_gun_406_x2,1.35,1.42,0.985,0.83,,,,,,,,,,,,,,,,,,,
"gun_18_x3_italy_bb,bc",,457,gun_18_x3,italy,"bb, bc",maine_gun_254_x3,2.03,2.125,0.81,1.225,irresistible_gun_305_x3,2.25,2.37,0.81,0.73,dreadnought_gun_c_305_x3,1.68,1.76,0.81,1.02,nelson_gun_406_x3,1.35,1.42,0.81,0.83,nelson_gun_406_x3,1.35,1.42,0.81,0.83,,,,,,,,,,,,,,,,,,,
"gun_18_x4_italy_bb,bc",,457,gun_18_x4,italy,"bb, bc",,,,,,irresistible_gun_305_x4,2.25,2.37,0.735,0.73,dreadnought_gun_c_305_x4,1.68,1.76,0.735,1.02,nelson_gun_406_x4,1.35,1.42,0.735,0.83,nelson_gun_406_x4,1.35,1.42,0.735,0.83,,,,,,,,,,,,,,,,,,,
"gun_19_x1_italy_bb,bc",,483,gun_19_x1,italy,"bb, bc",irresistible_gun_305_x1,2.375,2.495,1.16,0.73,dreadnought_gun_c_305_x1,1.77,1.85,1.16,1,nelson_gun_406_x1,1.425,1.495,1.16,0.83,nelson_gun_406_x1,1.425,1.495,1.16,0.83,nelson_gun_406_x1,1.425,1.495,1.16,0.83,,,,,,,,,,,,,,,,,,,
"gun_19_x2_italy_bb,bc",,483,gun_19_x2,italy,"bb, bc",irresistible_gun_305_x2,2.375,2.495,0.95,0.73,dreadnought_gun_c_305_x2,1.77,1.85,0.95,1,nelson_gun_406_x2,1.425,1.495,0.95,0.83,nelson_gun_406_x2,1.425,1.495,0.95,0.83,nelson_gun_406_x2,1.425,1.495,0.95,0.83,,,,,,,,,,,,,,,,,,,
"gun_19_x3_italy_bb,bc",,483,gun_19_x3,italy,"bb, bc",irresistible_gun_305_x3,2.375,2.495,0.78,0.73,dreadnought_gun_c_305_x3,1.77,1.85,0.78,1,nelson_gun_406_x3,1.425,1.495,0.78,0.83,nelson_gun_406_x3,1.425,1.495,0.78,0.83,nelson_gun_406_x3,1.425,1.495,0.78,0.83,,,,,,,,,,,,,,,,,,,
"gun_19_x4_italy_bb,bc",,483,gun_19_x4,italy,"bb, bc",irresistible_gun_305_x4,2.375,2.495,0.725,0.73,dreadnought_gun_c_305_x4,1.77,1.85,0.725,1,nelson_gun_406_x4,1.425,1.495,0.725,0.83,nelson_gun_406_x4,1.425,1.495,0.725,0.83,nelson_gun_406_x4,1.425,1.495,0.725,0.83,,,,,,,,,,,,,,,,,,,
"gun_20_x1_italy_bb,bc",,508,gun_20_x1,italy,"bb, bc",irresistible_gun_305_x1,2.5,2.61,1.05,0.73,dreadnought_gun_c_305_x1,1.86,1.94,1.05,1,nelson_gun_406_x1,1.5,1.57,1.05,0.82,nelson_gun_406_x1,1.5,1.57,1.05,0.82,nelson_gun_406_x1,1.5,1.57,1.05,0.82,,,,,,,,,,,,,,,,,,,
"gun_20_x2_italy_bb,bc",,508,gun_20_x2,italy,"bb, bc",irresistible_gun_305_x2,2.5,2.61,0.85,0.73,dreadnought_gun_c_305_x2,1.86,1.94,0.85,1,nelson_gun_406_x2,1.5,1.57,0.85,0.82,nelson_gun_406_x2,1.5,1.57,0.85,0.82,nelson_gun_406_x2,1.5,1.57,0.85,0.82,,,,,,,,,,,,,,,,,,,
"gun_20_x3_italy_bb,bc",,508,gun_20_x3,italy,"bb, bc",irresistible_gun_305_x3,2.5,2.61,0.7,0.73,dreadnought_gun_c_305_x3,1.86,1.94,0.7,1,nelson_gun_406_x3,1.5,1.57,0.7,0.82,nelson_gun_406_x3,1.5,1.57,0.7,0.82,nelson_gun_406_x3,1.5,1.57,0.7,0.82,,,,,,,,,,,,,,,,,,,
"gun_20_x4_italy_bb,bc",,508,gun_20_x4,italy,"bb, bc",irresistible_gun_305_x4,2.5,2.61,0.65,0.73,dreadnought_gun_c_305_x4,1.86,1.94,0.65,1,nelson_gun_406_x4,1.5,1.57,0.65,0.82,nelson_gun_406_x4,1.5,1.57,0.65,0.82,nelson_gun_406_x4,1.5,1.57,0.65,0.82,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_japan,,51,gun_2_x1,japan,"dd, tb, cl",,,,,,,,,,,,,,,,iowa_gun_127_x1,0.5,0.72,0.92,1.8,iowa_gun_127_x1,0.5,0.72,0.92,1.8,,,,,,,,,,,,,,,,,,,
gun_2_x2_japan,,51,gun_2_x2,japan,"dd, tb, cl",,,,,,,,,,,,,,,,iowa_gun_127_x2,0.5,0.72,0.7,1.8,iowa_gun_127_x2,0.5,0.72,0.7,1.8,,,,,,,,,,,,,,,,,,,
gun_2_x3_japan,,51,gun_2_x3,japan,"dd, tb, cl",,,,,,,,,,,,,,,,iowa_gun_127_x3,0.5,0.72,0.55,1.8,iowa_gun_127_x3,0.5,0.72,0.55,1.8,,,,,,,,,,,,,,,,,,,
gun_2_x4_japan,,51,gun_2_x4,japan,"dd, tb, cl",,,,,,,,,,,,,,,,iowa_gun_127_x4,0.5,0.72,0.5,1.8,iowa_gun_127_x4,0.5,0.72,0.5,1.8,,,,,,,,,,,,,,,,,,,
gun_3_x1_japan_dd,,76,gun_3_x1,japan,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_100_x1,0.525,0.695,1.45,3.16,akizuki_gun_100_x1,0.525,0.695,1.45,3.16,,,,,,,,,,,,,,,,,,,
gun_3_x2_japan_dd,,76,gun_3_x2,japan,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_100_x2,0.525,0.695,1.08,3.16,akizuki_gun_100_x2,0.525,0.695,1.08,3.16,,,,,,,,,,,,,,,,,,,
gun_3_x3_japan_dd,,76,gun_3_x3,japan,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_100_x3,0.525,0.695,0.83,3.16,akizuki_gun_100_x3,0.525,0.695,0.83,3.16,,,,,,,,,,,,,,,,,,,
gun_3_x4_japan_dd,,76,gun_3_x4,japan,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_japan_dd,,102,gun_4_x1,japan,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_100_x1,0.7,0.87,1.7,2.62,akizuki_gun_100_x1,0.7,0.87,1.7,2.62,,,,,,,,,,,,,,,,,,,
gun_4_x2_japan_dd,,102,gun_4_x2,japan,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_100_x2,0.7,0.87,1.28,2.62,akizuki_gun_100_x2,0.7,0.87,1.28,2.62,,,,,,,,,,,,,,,,,,,
gun_4_x3_japan_dd,,102,gun_4_x3,japan,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_100_x3,0.7,0.87,1,2.62,akizuki_gun_100_x3,0.7,0.87,1,2.62,,,,,,,,,,,,,,,,,,,
gun_4_x4_japan_dd,,102,gun_4_x4,japan,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_japan_dd,,127,gun_5_x1,japan,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_127_x1,0.7,0.83,1.25,1.96,akizuki_gun_127_x1,0.7,0.83,1.25,1.96,,,,,,,,,,,,,,,,,,,
gun_5_x2_japan_dd,,127,gun_5_x2,japan,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_127_x2,0.7,0.83,0.95,1.96,akizuki_gun_127_x2,0.7,0.83,0.95,1.96,,,,,,,,,,,,,,,,,,,
gun_5_x3_japan_dd,,127,gun_5_x3,japan,"dd, tb",,,,,,,,,,,,,,,,akizuki_gun_127_x3,0.7,0.83,0.75,1.96,akizuki_gun_127_x3,0.7,0.83,0.75,1.96,,,,,,,,,,,,,,,,,,,
gun_5_x4_japan_dd,,127,gun_5_x4,japan,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_japan_cl,,76,gun_3_x1,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_100_x1,0.525,0.695,1.45,3.16,akizuki_gun_100_x1,0.525,0.695,1.45,3.16,,,,,,,,,,,,,,,,,,,
gun_3_x2_japan_cl,,76,gun_3_x2,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_100_x2,0.525,0.695,1.08,3.16,akizuki_gun_100_x2,0.525,0.695,1.08,3.16,,,,,,,,,,,,,,,,,,,
gun_3_x3_japan_cl,,76,gun_3_x3,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_100_x3,0.525,0.695,0.83,3.16,akizuki_gun_100_x3,0.525,0.695,0.83,3.16,,,,,,,,,,,,,,,,,,,
gun_3_x4_japan_cl,,76,gun_3_x4,japan,cl,,,,,,,,,,,,,,,,yamato_gun_25_x4,1.2,1.55,0.74,2.64,yamato_gun_25_x4,1.2,1.55,0.74,2.64,,,,,,,,,,,,,,,,,,,
gun_4_x1_japan_cl,,102,gun_4_x1,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_100_x1,0.7,0.87,1.7,2.62,akizuki_gun_100_x1,0.7,0.87,1.7,2.62,,,,,,,,,,,,,,,,,,,
gun_4_x2_japan_cl,,102,gun_4_x2,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_100_x2,0.7,0.87,1.28,2.62,akizuki_gun_100_x2,0.7,0.87,1.28,2.62,,,,,,,,,,,,,,,,,,,
gun_4_x3_japan_cl,,102,gun_4_x3,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_100_x3,0.7,0.87,1,2.62,akizuki_gun_100_x3,0.7,0.87,1,2.62,,,,,,,,,,,,,,,,,,,
gun_4_x4_japan_cl,,102,gun_4_x4,japan,cl,,,,,,,,,,,,,,,,yamato_gun_127_x4,1.1,1.36,0.85,1.04,yamato_gun_127_x4,1.1,1.36,0.85,1.04,,,,,,,,,,,,,,,,,,,
gun_5_x1_japan_cl,,127,gun_5_x1,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_127_x1,0.7,0.83,1.25,1.96,akizuki_gun_127_x1,0.7,0.83,1.25,1.96,,,,,,,,,,,,,,,,,,,
gun_5_x2_japan_cl,,127,gun_5_x2,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_127_x2,0.7,0.83,0.95,1.96,akizuki_gun_127_x2,0.7,0.83,0.95,1.96,,,,,,,,,,,,,,,,,,,
gun_5_x3_japan_cl,,127,gun_5_x3,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_127_x3,0.7,0.83,0.75,1.96,akizuki_gun_127_x3,0.7,0.83,0.75,1.96,,,,,,,,,,,,,,,,,,,
gun_5_x4_japan_cl,,127,gun_5_x4,japan,cl,,,,,,,,,,,,,,,,yamato_gun_127_x4,1.375,1.635,0.68,0.8,yamato_gun_127_x4,1.375,1.635,0.68,0.8,,,,,,,,,,,,,,,,,,,
gun_6_x1_japan_cl,,152,gun_6_x1,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_127_x3,0.84,0.97,1.185,1.86,akizuki_gun_127_x3,0.84,0.97,1.185,1.86,,,,,,,,,,,,,,,,,,,
gun_6_x2_japan_cl,,152,gun_6_x2,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_127_x3,0.84,0.97,0.86,1.86,akizuki_gun_127_x3,0.84,0.97,0.86,1.86,,,,,,,,,,,,,,,,,,,
gun_6_x3_japan_cl,,152,gun_6_x3,japan,cl,,,,,,,,,,,,,,,,akizuki_gun_127_x3,0.84,0.97,0.66,1.86,akizuki_gun_127_x3,0.84,0.97,0.66,1.86,,,,,,,,,,,,,,,,,,,
gun_6_x4_japan_cl,,152,gun_6_x4,japan,cl,,,,,,,,,,,,,,,,yamato_gun_155_x4,0.81,0.94,0.6,1.92,yamato_gun_155_x4,0.81,0.94,0.6,1.92,,,,,,,,,,,,,,,,,,,
"gun_2_x1_japan_ca,bb,bc",,51,gun_2_x1,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_25_x1,0.8,1.15,0.92,3.1,yamato_gun_25_x1,0.8,1.15,0.92,3.1,,,,,,,,,,,,,,,,,,,
"gun_2_x2_japan_ca,bb,bc",,51,gun_2_x2,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_25_x2,0.8,1.15,0.7,3.1,yamato_gun_25_x2,0.8,1.15,0.7,3.1,,,,,,,,,,,,,,,,,,,
"gun_2_x3_japan_ca,bb,bc",,51,gun_2_x3,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_25_x3,0.8,1.15,0.55,3.1,yamato_gun_25_x3,0.8,1.15,0.55,3.1,,,,,,,,,,,,,,,,,,,
"gun_2_x4_japan_ca,bb,bc",,51,gun_2_x4,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_25_x4,0.8,1.15,0.5,3.1,yamato_gun_25_x4,0.8,1.15,0.5,3.1,,,,,,,,,,,,,,,,,,,
"gun_3_x1_japan_ca,bb,bc",,76,gun_3_x1,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_25_x1,1.2,1.55,1.45,2.64,yamato_gun_25_x1,1.2,1.55,1.45,2.64,,,,,,,,,,,,,,,,,,,
"gun_3_x2_japan_ca,bb,bc",,76,gun_3_x2,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_25_x2,1.2,1.55,1.08,2.64,yamato_gun_25_x2,1.2,1.55,1.08,2.64,,,,,,,,,,,,,,,,,,,
"gun_3_x3_japan_ca,bb,bc",,76,gun_3_x3,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_25_x3,1.2,1.55,0.83,2.64,yamato_gun_25_x3,1.2,1.55,0.83,2.64,,,,,,,,,,,,,,,,,,,
"gun_3_x4_japan_ca,bb,bc",,76,gun_3_x4,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_25_x4,1.2,1.55,0.74,2.64,yamato_gun_25_x4,1.2,1.55,0.74,2.64,,,,,,,,,,,,,,,,,,,
"gun_4_x1_japan_ca,bb,bc",,102,gun_4_x1,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_127_x1,1.1,1.36,1.7,1.04,yamato_gun_127_x1,1.1,1.36,1.7,1.04,,,,,,,,,,,,,,,,,,,
"gun_4_x2_japan_ca,bb,bc",,102,gun_4_x2,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_127_x2,1.1,1.36,1.28,1.04,yamato_gun_127_x2,1.1,1.36,1.28,1.04,,,,,,,,,,,,,,,,,,,
"gun_4_x3_japan_ca,bb,bc",,102,gun_4_x3,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_127_x3,1.1,1.36,1,1.04,yamato_gun_127_x3,1.1,1.36,1,1.04,,,,,,,,,,,,,,,,,,,
"gun_4_x4_japan_ca,bb,bc",,102,gun_4_x4,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_127_x4,1.1,1.36,0.85,1.04,yamato_gun_127_x4,1.1,1.36,0.85,1.04,,,,,,,,,,,,,,,,,,,
"gun_5_x1_japan_ca,bb,bc",,127,gun_5_x1,japan,"ca, bb, bc",tsesarevich_gun_152_x1,0.875,1.045,1.25,1.26,,,,,,,,,,,yamato_gun_127_x1,1.375,1.635,1.25,0.8,yamato_gun_127_x1,1.375,1.635,1.25,0.8,,,,,,,,,,,,,,,,,,,
"gun_5_x2_japan_ca,bb,bc",,127,gun_5_x2,japan,"ca, bb, bc",tsesarevich_gun_152_x2,0.875,1.045,0.95,1.26,,,,,,,,,,,yamato_gun_127_x2,1.375,1.635,0.95,0.8,yamato_gun_127_x2,1.375,1.635,0.95,0.8,,,,,,,,,,,,,,,,,,,
"gun_5_x3_japan_ca,bb,bc",,127,gun_5_x3,japan,"ca, bb, bc",tsesarevich_gun_152_x3,0.875,1.045,0.75,1.26,,,,,,,,,,,yamato_gun_127_x3,1.375,1.635,0.75,0.8,yamato_gun_127_x3,1.375,1.635,0.75,0.8,,,,,,,,,,,,,,,,,,,
"gun_5_x4_japan_ca,bb,bc",,127,gun_5_x4,japan,"ca, bb, bc",,,,,,,,,,,,,,,,yamato_gun_127_x4,1.375,1.635,0.68,0.8,yamato_gun_127_x4,1.375,1.635,0.68,0.8,,,,,,,,,,,,,,,,,,,
"gun_6_x1_japan_ca,bb,bc",,152,gun_6_x1,japan,"ca, bb, bc",friedrich_gun_228_x1,0.615,0.715,1.185,1.6,,,,,,,,,,,yamato_gun_155_x1,0.81,0.94,1.185,1.92,yamato_gun_155_x1,0.81,0.94,1.185,1.92,,,,,,,,,,,,,,,,,,,
"gun_6_x2_japan_ca,bb,bc",,152,gun_6_x2,japan,"ca, bb, bc",friedrich_gun_228_x2,0.615,0.715,0.86,1.6,,,,,,,,,,,yamato_gun_155_x2,0.81,0.94,0.86,1.92,yamato_gun_155_x2,0.81,0.94,0.86,1.92,,,,,,,,,,,,,,,,,,,
"gun_6_x3_japan_ca,bb,bc",,152,gun_6_x3,japan,"ca, bb, bc",friedrich_gun_228_x3,0.615,0.715,0.66,1.6,,,,,,,,,,,yamato_gun_155_x3,0.81,0.94,0.66,1.92,yamato_gun_155_x3,0.81,0.94,0.66,1.92,,,,,,,,,,,,,,,,,,,
